k,question_number,question,gold_answer,prediction,f1,retrieved_docs
1,64,what team has the most super bowls in the nfl,List of Super Bowl champions The Pittsburgh Steelers (6–2) have, Super Bowl The Super Bowl is an American football,0.23529411764705882,"['For five consecutive seasons, starting in season seven, the title was given to a white male who plays the guitar – a trend that Idol pundits call the ""White guy with guitar"" or ""WGWG"" factor. Just hours before the season eleven finale, where Phillip Phillips was named the winner, Richard Rushfield, author of the book American Idol: The Untold Story, said, ""You have this alliance between young girls and grandmas and they see it, not necessarily as a contest to create a pop star competing on the contemporary radio, but as .... who\'s the nicest guy in a popularity contest,"" he says, ""And that has led to this dynasty of four, and possibly now five, consecutive, affable, very nice, good-looking white boys.""']"
1,65,who plays mcgarrett's girlfriend on hawaii five o,"Michelle Borth Michelle Borth (born August 19, 1978) is an",aii Five-O (season 5) The fifth season of Hawaii,0.0,"['Kanye Omari West (/ˈkɑːnjeɪ/; born June 8, 1977) is an American hip hop recording artist, record producer, rapper, fashion designer, and entrepreneur. He is among the most acclaimed musicians of the 21st century, attracting both praise and controversy for his work and his outspoken public persona.']"
1,66,who wrote the song i never promised you a rose garden,"Rose Garden (Lynn Anderson song) ""Rose Garden"" (also known and"," Rose Garden ""I Never Promised You a Rose Garden""",0.4444444444444445,"[""Possibly the first venture into fictional treatments of Chopin's life was a fanciful operatic version of some of its events. Chopin was written by Giacomo Orefice and produced in Milan in 1901. All the music is derived from that of Chopin.""]"
1,67,who played the deaf guy in the replacements,"David Denman David Denman (born July 25, 1973) is an", Reed Reed is an American actor best known for his,0.1111111111111111,"['Kanye Omari West (/ˈkɑːnjeɪ/; born June 8, 1977) is an American hip hop recording artist, record producer, rapper, fashion designer, and entrepreneur. He is among the most acclaimed musicians of the 21st century, attracting both praise and controversy for his work and his outspoken public persona.']"
1,68,how is the united kingdom an example of a multinational state,Multinational state While the Office for National Statistics describes the, multinational state A multinational state (also known as a multinational,0.25,"[""In parliamentary systems fashioned after the Westminster system, the prime minister is the presiding and actual head of government and head of the executive branch. In such systems, the head of state or the head of state's official representative (i.e. the monarch, president, or governor-general) usually holds a largely ceremonial position, although often with reserve powers.""]"
1,69,is pink rock salt the same as sea salt,"Himalayan salt Although its salt is sometimes marketed as ""Jurassic",Salt Salt is a saltified salt from the salt sea,0.33333333333333326,['Solar hot water systems use sunlight to heat water. In low geographical latitudes (below 40 degrees) from 60 to 70% of the domestic hot water use with temperatures up to 60 °C can be provided by solar heating systems. The most common types of solar water heaters are evacuated tube collectors (44%) and glazed flat plate collectors (34%) generally used for domestic hot water; and unglazed plastic collectors (21%) used mainly to heat swimming pools.']
1,70,when did attack of the clones come out,Star Wars: Episode II – Attack of the Clones The, Attack of the Clones: An Autobiography of Star Wars,0.7142857142857143,"['Media requests at the trade show prompted Kondo to consider using orchestral music for the other tracks in the game as well, a notion reinforced by his preference for live instruments. He originally envisioned a full 50-person orchestra for action sequences and a string quartet for more ""lyrical moments"", though the final product used sequenced music instead. Kondo later cited the lack of interactivity that comes with orchestral music as one of the main reasons for the decision. Both six- and seven-track versions of the game\'s soundtrack were released on November 19, 2006, as part of a Nintendo Power promotion and bundled with replicas of the Master Sword and the Hylian Shield.']"
1,71,what are the two dominant ethnic groups on fiji,"Demographics of Fiji According to the 2007 Census of Fiji,",Ethnic groups in Fiji Fiji has three main ethnic groups:,0.2105263157894737,"['The Statistics Portugal (Portuguese: INE - Instituto Nacional de Estatística) estimates that, according to the 2011 census, the population was 10,562,178 (of which 52% was female, 48% was male). This population has been relatively homogeneous for most of its history: a single religion (Catholicism) and a single language have contributed to this ethnic and national unity, namely after the expulsion of the Moors and Jews. A considerable number of Moors and Jews, nevertheless, stayed in Portugal, under the condition that they converted to Catholicism, and afterwards they were known as Mouriscos (former Muslims) and Cristãos Novos (New Christians or former Jews) some of whom may have continued to observe rabbinic Judaism in secret, as in the case of the secret Jews of Belmonte, who now observe the Jewish faith openly. After 1772 the distinction between Old and New Christians was abolished by decree. Some famous Portuguese New Christians were the mathematician Pedro Nunes and the physician and naturalist Garcia de Orta.']"
1,72,what was the dean's name in animal house,Old School (film) Mitch's other friend Bernard (Vince Vaughn) throws, Holloway Holloway (Animal House) is a fictional character from,0.0,"['The Rev. Theodore Hesburgh, C.S.C., (1917–2015) served as president for 35 years (1952–87) of dramatic transformations. In that time the annual operating budget rose by a factor of 18 from $9.7 million to $176.6 million, and the endowment by a factor of 40 from $9 million to $350 million, and research funding by a factor of 20 from $735,000 to $15 million. Enrollment nearly doubled from 4,979 to 9,600, faculty more than doubled 389 to 950, and degrees awarded annually doubled from 1,212 to 2,500.']"
1,73,what does the civil rights act of 1991 cover,Civil Rights Act of 1991 The Civil Rights Act of, Civil Rights Act of 1991 The 1991 Civil Rights,0.823529411764706,"['In paragraph 13 the judges raise the issue of the perpetrators\' access to the victims: ""The historical examples of genocide also suggest that the area of the perpetrators’ activity and control, as well as the possible extent of their reach, should be considered. ... The intent to destroy formed by a perpetrator of genocide will always be limited by the opportunity presented to him. While this factor alone will not indicate whether the targeted group is substantial, it can—in combination with other factors—inform the analysis.""']"
1,74,who sang dont forget me when im gone,"Don't Forget Me (When I'm Gone) ""Don't Forget Me (When","Don't Forget Me When I'm Gone (song) ""Don't",0.8333333333333333,"[""American Idol has traditionally released studio recordings of contestants' performances as well as the winner's coronation single for sale. For the first five seasons, the recordings were released as a compilation album at the end of the season. All five of these albums reached the top ten in Billboard 200 which made then American Idol the most successful soundtrack franchise of any motion picture or television program. Starting late in season five, individual performances were released during the season as digital downloads, initially from the American Idol official website only. In season seven the live performances and studio recordings were made available during the season from iTunes when it joined as a sponsor. In Season ten the weekly studio recordings were also released as compilation digital album straight after performance night.""]"
1,75,adaptations of fasciola hepatica to a parasitic lifestyle,Fasciola hepatica F. hepaticaâ€™s tegument protects it from the enzymes,"asciola hepatica Familia hepaticas, also known",0.125,"['The cohabitation of dogs and humans would have greatly improved the chances of survival for early human groups, and the domestication of dogs may have been one of the key forces that led to human success.']"
1,76,what park is harry potter in at disney world,The Wizarding World of Harry Potter (Universal Orlando Resort) The, Potter (Disney World) Harry Potter is a fictional character,0.375,"['There are seven state parks within the confines of New York City, including Clay Pit Ponds State Park Preserve, a natural area which includes extensive riding trails, and Riverbank State Park, a 28-acre (110,000 m2) facility that rises 69 feet (21 m) over the Hudson River.']"
1,77,when was harry potter and the deathly hallows part 1 filmed,Harry Potter and the Deathly Hallows – Part 1 Part, Potter and the Deathly Hallows Part 1 Filming began,0.75,"[""With filming completed in Rome, production moved to Mexico City in late March to shoot the film's opening sequence, with scenes to include the Day of the Dead festival filmed in and around the Zócalo and the Centro Histórico district. The planned scenes required the city square to be closed for filming a sequence involving a fight aboard a Messerschmitt-Bölkow-Blohm Bo 105 helicopter flown by stunt pilot Chuck Aaron, which called for modifications to be made to several buildings to prevent damage. This particular scene in Mexico required 1,500 extras, 10 giant skeletons and 250,000 paper flowers. Reports in the Mexican media added that the film's second unit would move to Palenque in the state of Chiapas, to film aerial manoeuvres considered too dangerous to shoot in an urban area.""]"
1,78,what was the capital city of the aztec empire,"Tenochtitlan Tenochtitlan (Spanish: Tenochtitlan, Spanish pronunciation: [ˈmexiko tenotʃˈtitlan] ( listen)),", Aztec Empire Mexica (/ˈɑːlə,0.0,"[""The land within the borders of current Portugal has been continuously settled and fought over since prehistoric times. The Celts and the Romans were followed by the Visigothic and the Suebi Germanic peoples, who were themselves later invaded by the Moors. These Muslim peoples were eventually expelled during the Christian Reconquista of the peninsula. By 1139, Portugal had established itself as a kingdom independent from León. In the 15th and 16th centuries, as the result of pioneering the Age of Discovery, Portugal expanded Western influence and established the first global empire, becoming one of the world's major economic, political and military powers.""]"
1,79,when did us get involved in vietnam war,Role of the United States in the Vietnam War The,ietnam War The Vietnam War (Vietnamese: Chi�,0.30769230769230765,"['The Stonewall riots were a series of spontaneous, violent demonstrations by members of the gay community against a police raid that took place in the early morning hours of June 28, 1969, at the Stonewall Inn in the Greenwich Village neighborhood of Lower Manhattan. They are widely considered to constitute the single most important event leading to the gay liberation movement and the modern fight for LGBT rights in the United States.']"
1,80,when did super mario bros 2 come out,Super Mario Bros. 2 Super Mario Bros. 2[a] is a," Mario Bros. 2 The video was released on March 4,",0.3333333333333333,"['Media requests at the trade show prompted Kondo to consider using orchestral music for the other tracks in the game as well, a notion reinforced by his preference for live instruments. He originally envisioned a full 50-person orchestra for action sequences and a string quartet for more ""lyrical moments"", though the final product used sequenced music instead. Kondo later cited the lack of interactivity that comes with orchestral music as one of the main reasons for the decision. Both six- and seven-track versions of the game\'s soundtrack were released on November 19, 2006, as part of a Nintendo Power promotion and bundled with replicas of the Master Sword and the Hylian Shield.']"
1,81,what is the length of the british coastline,Coastline of the United Kingdom The mapping authority for the,Geography of the United Kingdom The western part of,0.42857142857142855,"['Portugal (Portuguese: [puɾtuˈɣaɫ]), officially the Portuguese Republic (Portuguese: República Portuguesa), is a country on the Iberian Peninsula, in Southwestern Europe. It is the westernmost country of mainland Europe, being bordered by the Atlantic Ocean to the west and south and by Spain to the north and east. The Portugal–Spain border is 1,214 km (754 mi) long and considered the longest uninterrupted border within the European Union. The republic also includes the Atlantic archipelagos of the Azores and Madeira, both autonomous regions with their own regional governments.']"
1,82,who was the first documented leader of the israelite nation,Israelites Yahweh tells Moses that if Pharaoh refuses to let, Hahem Hahemhem (Hebrew: גע�,0.0,['The first actual usage of the term prime minister or Premier Ministre[citation needed] was used by Cardinal Richelieu when in 1625 he was named to head the royal council as prime minister of France. Louis XIV and his descendants generally attempted to avoid giving this title to their chief ministers.']
1,83,who owns the other 60 of epic games,Epic Games Epic Games owns video game developer Chair Entertainment,FIFA 60 FIFA 60 is an American football video game,0.2105263157894737,"[""19 Recordings, a recording label owned by 19 Entertainment, currently hold the rights to phonographic material recorded by all the contestants. 19 originally partnered with Bertelsmann Music Group (BMG) to promote and distribute the recordings through its labels RCA Records, Arista Records, J Records, Jive Records. In 2005-2007, BMG partnered with Sony Music Entertainment to form a joint venture known as Sony BMG Music Entertainment. From 2008-2010, Sony Music handled the distribution following their acquisition of BMG. Sony Music was partnered with American Idol and distribute its music, and In 2010, Sony was replaced by as the music label for American Idol by UMG's Interscope-Geffen-A&M Records.""]"
1,84,how many times has the miami dolphins won the super bowl,Miami Dolphins The team made its first Super Bowl appearance,Miami Dolphins The Miami Dolphins have won 20 AFL championships,0.2222222222222222,"['For five consecutive seasons, starting in season seven, the title was given to a white male who plays the guitar – a trend that Idol pundits call the ""White guy with guitar"" or ""WGWG"" factor. Just hours before the season eleven finale, where Phillip Phillips was named the winner, Richard Rushfield, author of the book American Idol: The Untold Story, said, ""You have this alliance between young girls and grandmas and they see it, not necessarily as a contest to create a pop star competing on the contemporary radio, but as .... who\'s the nicest guy in a popularity contest,"" he says, ""And that has led to this dynasty of four, and possibly now five, consecutive, affable, very nice, good-looking white boys.""']"
1,85,dark side of the moon weeks on chart,The Dark Side of the Moon The Dark Side of, Side of the Moon (song) The song was charted,0.42857142857142855,"['The Pitchfork online music publication ranked My Beautiful Dark Twisted Fantasy as the world\'s best album of the decade ""so far""—between 2010 and 2014—on August 19, 2014, while Yeezus was ranked in the eighth position of a list of 100 albums. During the same week, the song ""Runaway"" (featuring Pusha T) was ranked in the third position in the publication\'s list of the 200 ""best tracks"" released since 2010.']"
1,86,when is take me out to the ballgame sung,"Take Me Out to the Ball Game ""Take Me Out"," Take Me Out to the Ball ""Take Me Out",0.9411764705882353,"['From seasons four to seven and nine, the twenty-four semi-finalists were divided by gender in order to ensure an equal gender division in the top twelve. The men and women sang separately on consecutive nights, and the bottom two in each groups were eliminated each week until only six of each remained to form the top twelve.']"
1,87,where is the strength of the magnetic field the weakest,Earth's magnetic field A map of intensity contours is called, magnetic field The strongest magnetic field in the magnetic,0.23529411764705882,"['Later genetic studies strongly supported dogs and gray wolves forming two sister monophyletic clades within the one species, and that the common ancestor of dogs and extant wolves is extinct.']"
1,88,was there a draft in world war 1,Selective Service Act of 1917 The Selective Service Act or,criptioncription laws of New York New York enacted thecription,0.1111111111111111,"[""Democratic Party candidates were consistently elected to local office, increasing the city's ties to the South and its dominant party. In 1861, Mayor Fernando Wood called on the aldermen to declare independence from Albany and the United States after the South seceded, but his proposal was not acted on. Anger at new military conscription laws during the American Civil War (1861–1865), which spared wealthier men who could afford to pay a $300 (equivalent to $5,766 in 2016) commutation fee to hire a substitute, led to the Draft Riots of 1863, whose most visible participants were ethnic Irish working class. The situation deteriorated into attacks on New York's elite, followed by attacks on black New Yorkers and their property after fierce competition for a decade between Irish immigrants and blacks for work. Rioters burned the Colored Orphan Asylum to the ground, but more than 200 children escaped harm due to efforts of the New York City Police Department, which was mainly made up of Irish immigrants. According to historian James M. McPherson (2001), at least 120 people were killed. In all, eleven black men were lynched over five days, and the riots forced hundreds of blacks to flee the city for Williamsburg, Brooklyn, as well as New Jersey; the black population in Manhattan fell below 10,000 by 1865, which it had last been in 1820. The white working class had established dominance. Violence by longshoremen against black men was especially fierce in the docks area. It was one of the worst incidents of civil unrest in American history.""]"
1,89,what was the name of the transcontinental railroad,First Transcontinental Railroad The First Transcontinental Railroad (also called the,xtl Transcontinental Railroad The transcontinental Railroad (French: Vente,0.5333333333333333,"[""This in turn led to the establishment of the right-wing dictatorship of the Estado Novo under António de Oliveira Salazar in 1933. Portugal was one of only five European countries to remain neutral in World War II. From the 1940s to the 1960s, Portugal was a founding member of NATO, OECD and the European Free Trade Association (EFTA). Gradually, new economic development projects and relocation of mainland Portuguese citizens into the overseas provinces in Africa were initiated, with Angola and Mozambique, as the largest and richest overseas territories, being the main targets of those initiatives. These actions were used to affirm Portugal's status as a transcontinental nation and not as a colonial empire.""]"
1,90,who played elizabeth bennet in bbc pride and prejudice,"Jennifer Ehle Jennifer Anne Ehle (/ˈiːliː/; born December 29, 1969)",The Red Vineyard The Red Vineyards is a film,0.0,"['The ownership of the Spectre organisation—originally stylised ""SPECTRE"" as an acronym of SPecial Executive for Counter-intelligence, Terrorism, Revenge and Extortion—and its characters, had been at the centre of long-standing litigation starting in 1961 between Ian Fleming and Kevin McClory over the film rights to the novel Thunderball. The dispute began after Fleming incorporated elements of an undeveloped film script written by McClory and screenwriter Jack Whittingham—including characters and plot points—into Thunderball, which McClory contested in court, claiming ownership over elements of the novel. In 1963, Fleming settled out of court with McClory, in an agreement which awarded McClory the film rights. This enabled him to become a producer for the 1965 film Thunderball—with Albert R. Broccoli and Harry Saltzman as executive producers—and the non-Eon film Never Say Never Again, an updated remake of Thunderball, in 1983.[N 3] A second remake, entitled Warhead 2000 A.D., was planned for production and release in the 1990s before being abandoned. Under the terms of the 1963 settlement, the literary rights stayed with Fleming, allowing the Spectre organisation and associated characters to continue appearing in print.']"
1,91,who sings could i have this kiss forever,"Could I Have This Kiss Forever ""Could I Have This"," This Kiss ""This Kiss"" is a song recorded by American",0.3157894736842105,"['In September 2015 it was announced that Sam Smith and regular collaborator Jimmy Napes had written the film\'s title theme, ""Writing\'s on the Wall"", with Smith performing it for the film. Smith said the song came together in one session and that he and Napes wrote it in under half an hour before recording a demo. Satisfied with the quality, the demo was used in the final release.']"
1,92,when is 200 rupees note introduced in india,Indian 200-rupee note The Reserve Bank of India announced that,Indian rupee The rupee is a rupee note introduced in,0.33333333333333326,"['In the early 1980s, rapidly rising oil revenues enabled the government to finance large-scale development projects with GDP growth averaging 5% annually, one of the highest rates in Africa. The government has mortgaged a substantial portion of its petroleum earnings, contributing to a shortage of revenues. January 12, 1994 devaluation of Franc Zone currencies by 50% resulted in inflation of 46% in 1994, but inflation has subsided since.']"
1,93,when did the first tesla model s come out,Tesla Model S The Tesla Model S is a full-sized,Tesla Model S The Tesla Model S is a 2018,0.823529411764706,"['BMW released the first iPod automobile interface, allowing drivers of newer BMW vehicles to control an iPod using either the built-in steering wheel controls or the radio head-unit buttons. Apple announced in 2005 that similar systems would be available for other vehicle brands, including Mercedes-Benz, Volvo, Nissan, Toyota, Alfa Romeo, Ferrari, Acura, Audi, Honda, Renault, Infiniti and Volkswagen. Scion offers standard iPod connectivity on all their cars.']"
1,94,is xbox one backwards compatible with original xbox games,List of Xbox games compatible with Xbox One During Microsoft's,box One backward compatible with Xbox One The Xbox One backward,0.47619047619047616,"['Following the discovery of a buffer overflow vulnerability in the Wii version of Twilight Princess, an exploit known as the ""Twilight Hack"" was developed, allowing the execution of custom code from a Secure Digital (SD) card on the console. A properly designed save file would cause the game to load unsigned code, which could include Executable and Linkable Format (ELF) programs and homebrew Wii applications. Versions 3.3 and 3.4 of the Wii Menu prevented copying exploited save files onto the console until circumvention methods were discovered, and version 4.0 of the Wii Menu patched the vulnerability.']"
1,95,who played moaning myrtle in the harry potter movies,Shirley Henderson Shirley Henderson (born 24 November 1965) is a, Hollander Hollander is best known for his role as the,0.1111111111111111,"[""Chopin's life and his relations with George Sand have been fictionalized in numerous films. The 1945 biographical film A Song to Remember earned Cornel Wilde an Academy Award nomination as Best Actor for his portrayal of the composer. Other film treatments have included: La valse de l'adieu (France, 1928) by Henry Roussel, with Pierre Blanchar as Chopin; Impromptu (1991), starring Hugh Grant as Chopin; La note bleue (1991); and Chopin: Desire for Love (2002).""]"
1,96,where on earth is there 24 hours of sunlight,Midnight sun Around the summer solstice (approximately 21 June in, sunlight 24 hours of sunlight is a period of,0.0,"['Deciduous trees and plants have been promoted as a means of controlling solar heating and cooling. When planted on the southern side of a building in the northern hemisphere or the northern side in the southern hemisphere, their leaves provide shade during the summer, while the bare limbs allow light to pass during the winter. Since bare, leafless trees shade 1/3 to 1/2 of incident solar radiation, there is a balance between the benefits of summer shading and the corresponding loss of winter heating. In climates with significant heating loads, deciduous trees should not be planted on the Equator facing side of a building because they will interfere with winter solar availability. They can, however, be used on the east and west sides to provide a degree of summer shading without appreciably affecting winter solar gain.']"
1,97,in which nepali month does holi mostly fall,"Holi Holi, along with many other Hindu festivals, is celebrated",ali month The Hindu calendar uses a calendar year that,0.11111111111111112,"['In 2013, a study found that mixed breeds live on average 1.2 years longer than pure breeds, and that increasing body-weight was negatively correlated with longevity (i.e. the heavier the dog the shorter its lifespan).']"
1,98,what does tfsi stand for on an audi tt,Turbo fuel stratified injection Turbocharged fuel stratified injection (TFSI) denotes,FSI The TFSI /ˈtɑːl,0.14285714285714288,"['In conformation shows, also referred to as breed shows, a judge familiar with the specific dog breed evaluates individual purebred dogs for conformity with their established breed type as described in the breed standard. As the breed standard only deals with the externally observable qualities of the dog (such as appearance, movement, and temperament), separately tested qualities (such as ability or health) are not part of the judging in conformation shows.']"
1,99,how many episode are there in season 4 of the originals,"The Originals (season 4) The Originals, a one-hour American supernatural", (season 4) The fourth season of The Originals,0.42857142857142855,"['Season four premiered on January 18, 2005; this was the first season of the series to be aired in high definition, although the finale of season three was also aired in high definition. The number of those attending the auditions by now had increased to over 100,000 from the 10,000 of the first season. The age limit was raised to 28 in this season, and among those who benefited from this new rule were Constantine Maroulis and Bo Bice, the two rockers of the show.']"
1,100,where did the first catholic mass takes place in the philippines,First Mass in the Philippines The first Catholic Mass in, Catholic Church The first Catholic Church mass was held in,0.47058823529411764,"[""In 1842, the Bishop of Vincennes, Célestine Guynemer de la Hailandière, offered land to Father Edward Sorin of the Congregation of the Holy Cross, on the condition that he build a college in two years. Fr. Sorin arrived on the site with eight Holy Cross brothers from France and Ireland on November 26, 1842, and began the school using Father Stephen Badin's old log chapel. He soon erected additional buildings, including Old College, the first church, and the first main building. They immediately acquired two students and set about building additions to the campus.""]"
1,101,who's the head coach of the buffalo bills,"List of Buffalo Bills head coaches Following Levy's retirement, the", Buffalo Bills The Buffalo Bills are an American football,0.23529411764705882,"['Kanye Omari West (/ˈkɑːnjeɪ/; born June 8, 1977) is an American hip hop recording artist, record producer, rapper, fashion designer, and entrepreneur. He is among the most acclaimed musicians of the 21st century, attracting both praise and controversy for his work and his outspoken public persona.']"
1,102,what are the 2 most common elements in the universe,Abundance of the chemical elements Hydrogen is the most abundant, Everything in the Universe There are three common elements:,0.125,"['Both the number of base pairs and the number of genes vary widely from one species to another, and there is only a rough correlation between the two (an observation known as the C-value paradox). At present, the highest known number of genes is around 60,000, for the protozoan causing trichomoniasis (see List of sequenced eukaryotic genomes), almost three times as many as in the human genome.']"
1,103,when did the black panther show up in comics,Black Panther (comics) Black Panther is a fictional superhero appearing,Black Panther Black Panther is a fictional superhero appearing in,0.8888888888888888,"['Within the white inescutcheon, the five quinas (small blue shields) with their five white bezants representing the five wounds of Christ (Portuguese: Cinco Chagas) when crucified and are popularly associated with the ""Miracle of Ourique"". The story associated with this miracle tells that before the Battle of Ourique (25 July 1139), an old hermit appeared before Count Afonso Henriques (future Afonso I) as a divine messenger. He foretold Afonso\'s victory and assured him that God was watching over him and his peers. The messenger advised him to walk away from his camp, alone, if he heard a nearby chapel bell tolling, in the following night. In doing so, he witnessed an apparition of Jesus on the cross. Ecstatic, Afonso heard Jesus promising victories for the coming battles, as well as God\'s wish to act through Afonso, and his descendants, in order to create an empire which would carry His name to unknown lands, thus choosing the Portuguese to perform great tasks.']"
1,104,in gel electrophoresis what is the purpose of the buffer,Gel electrophoresis There are limits to electrophoretic techniques. Since passing," gel electrophoresis Gel electrophorousis, also known as",0.23529411764705882,['Solar water disinfection (SODIS) involves exposing water-filled plastic polyethylene terephthalate (PET) bottles to sunlight for several hours. Exposure times vary depending on weather and climate from a minimum of six hours to two days during fully overcast conditions. It is recommended by the World Health Organization as a viable method for household water treatment and safe storage. Over two million people in developing countries use this method for their daily drinking water.']
1,105,where did the term sixes and sevens come from,At sixes and sevens An ancient dispute between the Merchant,Sixes and sevens The term Sixes and Sevens first appeared,0.35294117647058826,"['The term prime minister in the sense that we know it originated in the 18th century in the United Kingdom when members of parliament disparagingly used the title in reference to Sir Robert Walpole. Over time, the title became honorific and remains so in the 21st century.']"
1,106,where does the last name ewing come from,"Ewing (surname) The surname Ewing is of Scottish origin, and",Ewing (surname) Ewing is a surname[1,0.6666666666666667,"[""In parliamentary systems fashioned after the Westminster system, the prime minister is the presiding and actual head of government and head of the executive branch. In such systems, the head of state or the head of state's official representative (i.e. the monarch, president, or governor-general) usually holds a largely ceremonial position, although often with reserve powers.""]"
1,107,who made when a man loves a woman,"When a Man Loves a Woman (song) ""When a Man"," When a Man Loves a Woman ""When a Man",0.923076923076923,"['I Love New York (stylized I ❤ NY) is both a logo and a song that are the basis of an advertising campaign and have been used since 1977 to promote tourism in New York City, and later to promote New York State as well. The trademarked logo, owned by New York State Empire State Development, appears in souvenir shops and brochures throughout the city and state, some licensed, many not. The song is the state song of New York.']"
1,108,how many episodes are in season 2 of chesapeake shores,"Chesapeake Shores On January 15, 2017, Hallmark announced that the", Chesapeake Shores The second season of Chesapeake shores aired,0.23529411764705882,"['American Idol became the most expensive series on broadcast networks for advertisers starting season four, and by the next season, it had broken the record in advertising rate for a regularly scheduled prime-time network series, selling over $700,000 for a 30-seconds slot, and reaching up to $1.3 million for the finale. Its ad prices reached a peak in season seven at $737,000. Estimated revenue more than doubled from $404 million in season three to $870 million in season six. While that declined from season eight onwards, it still earned significantly more than its nearest competitor, with advertising revenue topping $800 million annually the next few seasons. However, the sharp drop in ratings in season eleven also resulted in a sharp drop in advertising rate for season twelve, and the show lost its leading position as the costliest show for advertisers. By 2014, ad revenue from had fallen to $427 million where a 30-second spot went for less than $300,000.']"
1,109,is an ant an insect or an animal,"Ant Ants are eusocial insects of the family Formicidae and,", ant The ant is an insectivorous species in the genus,0.125,"['Anthrozoology (also known as ""human–animal studies"") is the study of interaction between living things. It is a burgeoning interdisciplinary field that overlaps with a number of other disciplines, including anthropology, ethology, medicine, psychology, veterinary medicine and zoology. A major focus of anthrozoologic research is the quantifying of the positive effects of human-animal relationships on either party and the study of their interactions. It includes scholars from a diverse range of fields, including anthropology, sociology, biology, and philosophy.[n 7]']"
1,110,do cows need to be pregnant to milk,Dairy cattle The dairy cow will produce large amounts of," lactation In cattle, lactation is defined by the lactation",0.11764705882352941,"['In breeding circles, a male canine is referred to as a dog, while a female is called a bitch (Middle English bicche, from Old English bicce, ultimately from Old Norse bikkja). A group of offspring is a litter. The father of a litter is called the sire, and the mother is called the dam. Offspring are, in general, called pups or puppies, from French poupée, until they are about a year old. The process of birth is whelping, from the Old English word hwelp.']"
1,111,did klay thompson's dad play in the nba,"Mychal Thompson Mychal George Thompson (born January 30, 1955) is","isner (film) In 1984, it was announced that Disney would",0.0,"['George Gipp was the school\'s legendary football player during 1916–20. He played semiprofessional baseball and smoked, drank, and gambled when not playing sports. He was also humble, generous to the needy, and a man of integrity. It was in 1928 that famed coach Knute Rockne used his final conversation with the dying Gipp to inspire the Notre Dame team to beat the Army team and ""win one for the Gipper."" The 1940 film, Knute Rockne, All American, starred Pat O\'Brien as Knute Rockne and Ronald Reagan as Gipp. Today the team competes in Notre Dame Stadium, an 80,795-seat stadium on campus. The current head coach is Brian Kelly, hired from the University of Cincinnati on December 11, 2009. Kelly\'s record in midway through his sixth season at Notre Dame is 52–21. In 2012, Kelly\'s Fighting Irish squad went undefeated and played in the BCS National Championship Game. Kelly succeeded Charlie Weis, who was fired in November 2009 after five seasons. Although Weis led his team to two Bowl Championship Series bowl games, his overall record was 35–27, mediocre by Notre Dame standards, and the 2007 team had the most losses in school history. The football team generates enough revenue to operate independently while $22.1 million is retained from the team\'s profits for academic use. Forbes named the team as the most valuable in college football, worth a total of $101 million in 2007.']"
1,112,the meaning of the 10 plagues of egypt,Plagues of Egypt The plagues served to contrast the power," 10 Plagues of Egypt The ten Plagues, also known",0.5,"[""The Noble Eightfold Path—the fourth of the Buddha's Noble Truths—consists of a set of eight interconnected factors or conditions, that when developed together, lead to the cessation of dukkha. These eight factors are: Right View (or Right Understanding), Right Intention (or Right Thought), Right Speech, Right Action, Right Livelihood, Right Effort, Right Mindfulness, and Right Concentration.""]"
1,113,when did the book of leviticus take place,Book of Leviticus The Book of Leviticus (/lɪˈvɪtɪkəs/) is the, Leviticus The story takes place during three thousand years from,0.09523809523809525,"['The first non-Native American inhabitant of what would eventually become New York City was Dominican trader Juan Rodriguez (transliterated to Dutch as Jan Rodrigues). Born in Santo Domingo of Portuguese and African descent, he arrived in Manhattan during the winter of 1613–1614, trapping for pelts and trading with the local population as a representative of the Dutch. Broadway, from 159th Street to 218th Street, is named Juan Rodriguez Way in his honor.']"
1,114,who plays the faun in pan's labyrinth,"Doug Jones (actor) Doug Jones (born May 24, 1960)[1] is", Zhu Zhu is a fictional character from Pan's Labyrinth,0.09999999999999999,"['Kanye Omari West (/ˈkɑːnjeɪ/; born June 8, 1977) is an American hip hop recording artist, record producer, rapper, fashion designer, and entrepreneur. He is among the most acclaimed musicians of the 21st century, attracting both praise and controversy for his work and his outspoken public persona.']"
1,115,who voices natsu in fairy tail english dub,"Todd Haberkorn Todd Michael Haberkorn (born August 16, 1982) is",atsu (Fairy Tail) Natsu is a fictional character from the,0.11111111111111112,"['In September 2015 it was announced that Sam Smith and regular collaborator Jimmy Napes had written the film\'s title theme, ""Writing\'s on the Wall"", with Smith performing it for the film. Smith said the song came together in one session and that he and Napes wrote it in under half an hour before recording a demo. Satisfied with the quality, the demo was used in the final release.']"
1,116,what is the mother tongue of andhra pradesh,Ethnic groups of Andhra Pradesh Andhra Pradesh is a state,Andhra Pradesh The Andhra Pradesh is the mother tongue of,0.7058823529411765,"['Ecuador, Colombia, Guyana, Peru, and Brazil were the top source countries from South America for legal immigrants to the New York City region in 2013; the Dominican Republic, Jamaica, Haiti, and Trinidad and Tobago in the Caribbean; Egypt, Ghana, and Nigeria from Africa; and El Salvador, Honduras, and Guatemala in Central America. Amidst a resurgence of Puerto Rican migration to New York City, this population had increased to approximately 1.3 million in the metropolitan area as of 2013.']"
