k,question_number,question,gold_answer,prediction,f1,retrieved_docs
5,535,who sang i've never been loved like this before,"Never Knew Love Like This Before ""Never Knew Love Like","'ve Never Been Loved Like This Before ""I've Never",0.5,"['West\'s breakthrough came a year later on October 23, 2002, when, while driving home from a California recording studio after working late, he fell asleep at the wheel and was involved in a near-fatal car crash. The crash left him with a shattered jaw, which had to be wired shut in reconstructive surgery. The accident inspired West; two weeks after being admitted to the hospital, he recorded a song at the Record Plant Studios with his jaw still wired shut. The composition, ""Through The Wire"", expressed West\'s experience after the accident, and helped lay the foundation for his debut album, as according to West ""all the better artists have expressed what they were going through"". West added that ""the album was my medicine"", as working on the record distracted him from the pain. ""Through The Wire"" was first available on West\'s Get Well Soon... mixtape, released December 2002. At the same time, West announced that he was working on an album called The College Dropout, whose overall theme was to ""make your own decisions. Don\'t let society tell you, \'This is what you have to do.\'""', 'In late summer he was invited by Jane Stirling to visit Scotland, where he stayed at Calder House near Edinburgh and at Johnstone Castle in Renfrewshire, both owned by members of Stirling\'s family. She clearly had a notion of going beyond mere friendship, and Chopin was obliged to make it clear to her that this could not be so. He wrote at this time to Grzymała ""My Scottish ladies are kind, but such bores"", and responding to a rumour about his involvement, answered that he was ""closer to the grave than the nuptial bed."" He gave a public concert in Glasgow on 27 September, and another in Edinburgh, at the Hopetoun Rooms on Queen Street (now Erskine House) on 4 October. In late October 1848, while staying at 10 Warriston Crescent in Edinburgh with the Polish physician Adam Łyszczyński, he wrote out his last will and testament—""a kind of disposition to be made of my stuff in the future, if I should drop dead somewhere"", he wrote to Grzymała.', ""Season five began on January 17, 2006. It remains the highest-rated season in the show's run so far. Two of the more prominent contestants during the Hollywood round were the Brittenum twins who were later disqualified for identity theft."", '808s & Heartbreak, which features extensive use of the eponymous Roland TR-808 drum machine and contains themes of love, loneliness, and heartache, was released by Island Def Jam to capitalize on Thanksgiving weekend in November 2008. Reviews were positive, though slightly more mixed than his previous efforts. Despite this, the record\'s singles demonstrated outstanding chart performances. Upon its release, the lead single ""Love Lockdown"" debuted at number three on the Billboard Hot 100 and became a ""Hot Shot Debut"", while follow-up single ""Heartless"" performed similarly and became his second consecutive ""Hot Shot Debut"" by debuting at number four on the Billboard Hot 100. While it was criticized prior to release, 808s & Heartbreak had a significant effect on hip-hop music, encouraging other rappers to take more creative risks with their productions.', ""In his native Poland, in France, where he composed most of his works, and beyond, Chopin's music, his status as one of music's earliest superstars, his association (if only indirect) with political insurrection, his love life and his early death have made him, in the public consciousness, a leading symbol of the Romantic era. His works remain popular, and he has been the subject of numerous films and biographies of varying degrees of historical accuracy.""]"
5,536,what is the meaning of azadi in hindi,"Azadi Azadi (Persian: آزادی‎ - Āzādī), from Persian, meaning freedom",Azadi Azadi (Dzongkha: ک,0.3333333333333333,"['In several countries, like Germany, the Netherlands, Switzerland and Turkey, institutes of technology and polytechnics are institutions of higher education, and have been accredited to award academic degrees and doctorates. Famous examples are the Istanbul Technical University, ETH Zurich, İYTE, Delft University of Technology and RWTH Aachen, all considered universities.[citation needed]', 'In Buddhism, Karma (from Sanskrit: ""action, work"") is the force that drives saṃsāra—the cycle of suffering and rebirth for each being. Good, skillful deeds (Pali: ""kusala"") and bad, unskillful (Pāli: ""akusala"") actions produce ""seeds"" in the mind that come to fruition either in this life or in a subsequent rebirth. The avoidance of unwholesome actions and the cultivation of positive actions is called sīla. Karma specifically refers to those actions of body, speech or mind that spring from mental intent (cetanā), and bring about a consequence or phala ""fruit"" or vipāka ""result"".', 'Bodhi (Pāli and Sanskrit, in devanagari: बॊधि) is a term applied to the experience of Awakening of arahants. Bodhi literally means ""awakening"", but it is more commonly translated into English as ""enlightenment"". In Early Buddhism, bodhi carried a meaning synonymous to nirvana, using only some different metaphors to describe the experience, which implies the extinction of raga (greed, craving),[web 12] dosa (hate, aversion)[web 13] and moha (delusion).[web 14] In the later school of Mahayana Buddhism, the status of nirvana was downgraded in some scriptures, coming to refer only to the extinction of greed and hate, implying that delusion was still present in one who attained nirvana, and that one needed to attain bodhi to eradicate delusion:', 'Nirvana (Sanskrit; Pali: ""Nibbāna"") means ""cessation"", ""extinction"" (of craving and ignorance and therefore suffering and the cycle of involuntary rebirths (saṃsāra)), ""extinguished"", ""quieted"", ""calmed""; it is also known as ""Awakening"" or ""Enlightenment"" in the West. The term for anybody who has achieved nirvana, including the Buddha, is arahant.', 'Although ""Nibbāna"" (Sanskrit: Nirvāna) is the common term for the desired goal of this practice, many other terms can be found throughout the Nikayas, which are not specified.[note 35]']"
5,537,when does morgan first call garcia baby girl,Derek Morgan (Criminal Minds) Morgan is intensely devoted to his, Garcia Garcia is a fictional character from the,0.125,"['In breeding circles, a male canine is referred to as a dog, while a female is called a bitch (Middle English bicche, from Old English bicce, ultimately from Old Norse bikkja). A group of offspring is a litter. The father of a litter is called the sire, and the mother is called the dam. Offspring are, in general, called pups or puppies, from French poupée, until they are about a year old. The process of birth is whelping, from the Old English word hwelp.', 'In domestic dogs, sexual maturity begins to happen around age six to twelve months for both males and females, although this can be delayed until up to two years old for some large breeds. This is the time at which female dogs will have their first estrous cycle. They will experience subsequent estrous cycles biannually, during which the body prepares for pregnancy. At the peak of the cycle, females will come into estrus, being mentally and physically receptive to copulation. Because the ova survive and are capable of being fertilized for a week after ovulation, it is possible for a female to mate with more than one male.', ""Season five began on January 17, 2006. It remains the highest-rated season in the show's run so far. Two of the more prominent contestants during the Hollywood round were the Brittenum twins who were later disqualified for identity theft."", 'Dogs bear their litters roughly 58 to 68 days after fertilization, with an average of 63 days, although the length of gestation can vary. An average litter consists of about six puppies, though this number may vary widely based on the breed of dog. In general, toy dogs produce from one to four puppies in each litter, while much larger breeds may average as many as twelve.', ""On January 7, 2012, Beyoncé gave birth to her first child, a daughter, Blue Ivy Carter, at Lenox Hill Hospital in New York. Five months later, she performed for four nights at Revel Atlantic City's Ovation Hall to celebrate the resort's opening, her first performances since giving birth to Blue Ivy.""]"
5,538,what kind of bird is cornish game hen,"Cornish game hen In the United States, a Cornish game", cornish game hen The cornishgame hen is a domestic,0.39999999999999997,"['The domestic dog (Canis lupus familiaris or Canis familiaris) is a domesticated canid which has been selectively bred for millennia for various behaviors, sensory capabilities, and physical attributes.', 'Although initially thought to have originated as a manmade variant of an extant canid species (variously supposed as being the dhole, golden jackal, or gray wolf), extensive genetic studies undertaken during the 2010s indicate that dogs diverged from an extinct wolf-like canid in Eurasia 40,000 years ago. Being the oldest domesticated animal, their long association with people has allowed dogs to be uniquely attuned to human behavior, as well as thrive on a starch-rich diet which would be inadequate for other canid species.', 'The cohabitation of dogs and humans would have greatly improved the chances of survival for early human groups, and the domestication of dogs may have been one of the key forces that led to human success.', 'Most breeds of dog are at most a few hundred years old, having been artificially selected for particular morphologies and behaviors by people for specific functional roles. Through this selective breeding, the dog has developed into hundreds of varied breeds, and shows more behavioral and morphological variation than any other land mammal. For example, height measured to the withers ranges from 15.2 centimetres (6.0 in) in the Chihuahua to about 76 cm (30 in) in the Irish Wolfhound; color varies from white through grays (usually called ""blue"") to black, and browns from light (tan) to dark (""red"" or ""chocolate"") in a wide variation of patterns; coats can be short or long, coarse-haired to wool-like, straight, curly, or smooth. It is common for most breeds to shed this coat.', 'Purebred dogs of one breed are genetically distinguishable from purebred dogs of other breeds, but the means by which kennel clubs classify dogs is unsystematic. Systematic analyses of the dog genome has revealed only four major types of dogs that can be said to be statistically distinct. These include the ""old world dogs"" (e.g., Malamute and Shar Pei), ""Mastiff""-type (e.g., English Mastiff), ""herding""-type (e.g., Border Collie), and ""all others"" (also called ""modern""- or ""hunting""-type).']"
5,539,what mountain range is in sun valley idaho,"Sun Valley, Idaho The first destination winter resort in the","Sun Valley,Idaho The Sun Valley is a mountain",0.39999999999999997,"['East of the divide, several roughly parallel ranges cover the southern part of the state, including the Gravelly Range, the Madison Range, Gallatin Range, Absaroka Mountains and the Beartooth Mountains. The Beartooth Plateau is the largest continuous land mass over 10,000 feet (3,000 m) high in the continental United States. It contains the highest point in the state, Granite Peak, 12,799 feet (3,901 m) high. North of these ranges are the Big Belt Mountains, Bridger Mountains, Tobacco Roots, and several island ranges, including the Crazy Mountains and Little Belt Mountains.', 'There are seven state parks within the confines of New York City, including Clay Pit Ponds State Park Preserve, a natural area which includes extensive riding trails, and Riverbank State Park, a 28-acre (110,000 m2) facility that rises 69 feet (21 m) over the Hudson River.', 'Montana contains thousands of named rivers and creeks, 450 miles (720 km) of which are known for ""blue-ribbon"" trout fishing. Montana\'s water resources provide for recreation, hydropower, crop and forage irrigation, mining, and water for human consumption. Montana is one of few geographic areas in the world whose rivers form parts of three major watersheds (i.e. where two continental divides intersect). Its rivers feed the Pacific Ocean, the Gulf of Mexico, and Hudson Bay. The watersheds divide at Triple Divide Peak in Glacier National Park.', ""The Yellowstone River rises on the continental divide near Younts Peak in Wyoming's Teton Wilderness. It flows north through Yellowstone National Park, enters Montana near Gardiner, and passes through the Paradise Valley to Livingston. It then flows northeasterly across the state through Billings, Miles City, Glendive, and Sidney. The Yellowstone joins the Missouri in North Dakota just east of Fort Union. It is the longest undammed, free-flowing river in the contiguous United States, and drains about a quarter of Montana (36,000 square miles (93,000 km2))."", ""The northern section of the Divide, where the mountains give way rapidly to prairie, is part of the Rocky Mountain Front. The front is most pronounced in the Lewis Range, located primarily in Glacier National Park. Due to the configuration of mountain ranges in Glacier National Park, the Northern Divide (which begins in Alaska's Seward Peninsula) crosses this region and turns east in Montana at Triple Divide Peak. It causes the Waterton River, Belly, and Saint Mary rivers to flow north into Alberta, Canada. There they join the Saskatchewan River, which ultimately empties into Hudson Bay.""]"
5,540,when did the first rick and morty come out,Rick and Morty Rick and Morty is an American adult,ick and Morty (film) The film was released on April,0.2222222222222222,"[""Season seven premiered on January 15, 2008, for a two-day, four-hour premiere. The media focused on the professional status of the season seven contestants, the so-called 'ringers', many of whom, including Kristy Lee Cook, Brooke White, Michael Johns, and in particular Carly Smithson, had prior recording contracts. Contestant David Hernandez also attracted some attention due to his past employment as a stripper."", 'Dogs have lived and worked with humans in so many roles that they have earned the unique nickname, ""man\'s best friend"", a phrase used in other languages as well. They have been bred for herding livestock, hunting (e.g. pointers and hounds), rodent control, guarding, helping fishermen with nets, detection dogs, and pulling loads, in addition to their roles as companions. In 1957, a husky-terrier mix named Laika became the first animal to orbit the Earth.', ""Season five began on January 17, 2006. It remains the highest-rated season in the show's run so far. Two of the more prominent contestants during the Hollywood round were the Brittenum twins who were later disqualified for identity theft."", 'The group changed their name to Destiny\'s Child in 1996, based upon a passage in the Book of Isaiah. In 1997, Destiny\'s Child released their major label debut song ""Killing Time"" on the soundtrack to the 1997 film, Men in Black. The following year, the group released their self-titled debut album, scoring their first major hit ""No, No, No"". The album established the group as a viable act in the music industry, with moderate sales and winning the group three Soul Train Lady of Soul Awards for Best R&B/Soul Album of the Year, Best R&B/Soul or Rap New Artist, and Best R&B/Soul Single for ""No, No, No"". The group released their multi-platinum second album The Writing\'s on the Wall in 1999. The record features some of the group\'s most widely known songs such as ""Bills, Bills, Bills"", the group\'s first number-one single, ""Jumpin\' Jumpin\'"" and ""Say My Name"", which became their most successful song at the time, and would remain one of their signature songs. ""Say My Name"" won the Best R&B Performance by a Duo or Group with Vocals and the Best R&B Song at the 43rd Annual Grammy Awards. The Writing\'s on the Wall sold more than eight million copies worldwide. During this time, Beyoncé recorded a duet with Marc Nelson, an original member of Boyz II Men, on the song ""After All Is Said and Done"" for the soundtrack to the 1999 film, The Best Man.', 'In September 2007, during a lawsuit with patent holding company Burst.com, Apple drew attention to a patent for a similar device that was developed in 1979. Kane Kramer applied for a UK patent for his design of a ""plastic music box"" in 1981, which he called the IXI. He was unable to secure funding to renew the US$120,000 worldwide patent, so it lapsed and Kramer never profited from his idea.']"
5,541,who has a british accent on the walking dead,"Andrew Lincoln Andrew James Clutterbuck (born 14 September 1973),[1] better", Weaving Weaving is a fictional character from The Walking Dead,0.0,"['Kanye Omari West (/ˈkɑːnjeɪ/; born June 8, 1977) is an American hip hop recording artist, record producer, rapper, fashion designer, and entrepreneur. He is among the most acclaimed musicians of the 21st century, attracting both praise and controversy for his work and his outspoken public persona.', 'Later genetic studies strongly supported dogs and gray wolves forming two sister monophyletic clades within the one species, and that the common ancestor of dogs and extant wolves is extinct.', 'Despite being an original story, Spectre draws on Ian Fleming\'s source material, most notably in the character of Franz Oberhauser, played by Christoph Waltz. Oberhauser shares his name with Hannes Oberhauser, a background character in the short story ""Octopussy"" from the Octopussy and The Living Daylights collection, and who is named in the film as having been a temporary legal guardian of a young Bond in 1983. Similarly, Charmian Bond is shown to have been his full-time guardian, observing the back story established by Fleming. With the acquisition of the rights to Spectre and its associated characters, screenwriters Neal Purvis and Robert Wade revealed that the film would provide a minor retcon to the continuity of the previous films, with the Quantum organisation alluded to in Casino Royale and introduced in Quantum of Solace reimagined as a division within Spectre rather than an independent organisation.', ""In parliamentary systems fashioned after the Westminster system, the prime minister is the presiding and actual head of government and head of the executive branch. In such systems, the head of state or the head of state's official representative (i.e. the monarch, president, or governor-general) usually holds a largely ceremonial position, although often with reserve powers."", 'The domestic dog (Canis lupus familiaris or Canis familiaris) is a domesticated canid which has been selectively bred for millennia for various behaviors, sensory capabilities, and physical attributes.']"
5,542,who sang a time for us in romeo and juliet,"Love Theme from Romeo and Juliet ""Love Theme from Romeo","omeo and Juliet ""A Time for Us"" is a",0.23529411764705882,"[""Chopin's music was used in the 1909 ballet Chopiniana, choreographed by Michel Fokine and orchestrated by Alexander Glazunov. Sergei Diaghilev commissioned additional orchestrations—from Stravinsky, Anatoly Lyadov, Sergei Taneyev and Nikolai Tcherepnin—for later productions, which used the title Les Sylphides."", 'In late summer he was invited by Jane Stirling to visit Scotland, where he stayed at Calder House near Edinburgh and at Johnstone Castle in Renfrewshire, both owned by members of Stirling\'s family. She clearly had a notion of going beyond mere friendship, and Chopin was obliged to make it clear to her that this could not be so. He wrote at this time to Grzymała ""My Scottish ladies are kind, but such bores"", and responding to a rumour about his involvement, answered that he was ""closer to the grave than the nuptial bed."" He gave a public concert in Glasgow on 27 September, and another in Edinburgh, at the Hopetoun Rooms on Queen Street (now Erskine House) on 4 October. In late October 1848, while staying at 10 Warriston Crescent in Edinburgh with the Polish physician Adam Łyszczyński, he wrote out his last will and testament—""a kind of disposition to be made of my stuff in the future, if I should drop dead somewhere"", he wrote to Grzymała.', ""At the funeral of the tenor Adolphe Nourrit in Paris in 1839, Chopin made a rare appearance at the organ, playing a transcription of Franz Schubert's lied Die Gestirne. On 26 July 1840 Chopin and Sand were present at the dress rehearsal of Berlioz's Grande symphonie funèbre et triomphale, composed to commemorate the tenth anniversary of the July Revolution. Chopin was reportedly unimpressed with the composition."", 'J. Barrie Jones suggests that ""amongst the works that Chopin intended for concert use, the four ballades and four scherzos stand supreme"", and adds that ""the Barcarolle Op. 60 stands apart as an example of Chopin\'s rich harmonic palette coupled with an Italianate warmth of melody."" Temperley opines that these works, which contain ""immense variety of mood, thematic material and structural detail"", are based on an extended ""departure and return"" form; ""the more the middle section is extended, and the further it departs in key, mood and theme, from the opening idea, the more important and dramatic is the reprise when it at last comes.""', 'In September 2015 it was announced that Sam Smith and regular collaborator Jimmy Napes had written the film\'s title theme, ""Writing\'s on the Wall"", with Smith performing it for the film. Smith said the song came together in one session and that he and Napes wrote it in under half an hour before recording a demo. Satisfied with the quality, the demo was used in the final release.']"
5,543,at the end of act v who will be crowned as new king of scotland,"Macduff (Macbeth) After Macbeth slays the young Siward, Macduff charges",act v. King of Scots The King of Scotland,0.0,"[""In parliamentary systems fashioned after the Westminster system, the prime minister is the presiding and actual head of government and head of the executive branch. In such systems, the head of state or the head of state's official representative (i.e. the monarch, president, or governor-general) usually holds a largely ceremonial position, although often with reserve powers."", 'The latter in effect allows the government to appeal the opposition of parliament to the electorate. However, in many jurisdictions a head of state may refuse a parliamentary dissolution, requiring the resignation of the prime minister and his or her government. In most modern parliamentary systems, the prime minister is the person who decides when to request a parliamentary dissolution.', 'The prime minister is often, but not always, a member of parliament[clarification needed] and is expected with other ministers to ensure the passage of bills through the legislature. In some monarchies the monarch may also exercise executive powers (known as the royal prerogative) that are constitutionally vested in the crown and may be exercised without the approval of parliament.', 'Appointment of the prime minister of France requires no approval by the parliament either, but the parliament may force the resignation of the government. In these systems, it is possible for the president and the prime minister to be from different political parties if the legislature is controlled by a party different from that of the president. When it arises, such a state of affairs is usually referred to as (political) cohabitation.', ""During the top 11 week, due to a mix-up with the contestants' telephone number, voting was repeated on what was normally the result night, with the result reveal postponed until the following night.""]"
5,544,how many home runs did willie mays have,Willie Mays Mays won two National League (NL) Most Valuable,List of Major League Baseball career home run leaders The,0.10526315789473685,"['For five consecutive seasons, starting in season seven, the title was given to a white male who plays the guitar – a trend that Idol pundits call the ""White guy with guitar"" or ""WGWG"" factor. Just hours before the season eleven finale, where Phillip Phillips was named the winner, Richard Rushfield, author of the book American Idol: The Untold Story, said, ""You have this alliance between young girls and grandmas and they see it, not necessarily as a contest to create a pop star competing on the contemporary radio, but as .... who\'s the nicest guy in a popularity contest,"" he says, ""And that has led to this dynasty of four, and possibly now five, consecutive, affable, very nice, good-looking white boys.""', 'The eligible age-range for contestants is currently fifteen to twenty-eight years old. The initial age limit was sixteen to twenty-four in the first three seasons, but the upper limit was raised to twenty-eight in season four, and the lower limit was reduced to fifteen in season ten. The contestants must be legal U.S. residents, cannot have advanced to particular stages of the competition in previous seasons (varies depending on the season, currently by the semi-final stage until season thirteen), and must not hold any current recording or talent representation contract by the semi-final stage (in previous years by the audition stage).', 'The show had been criticized in earlier seasons over the onerous contract contestants had to sign that gave excessive control to 19 Entertainment over their future career, and handed a large part of their future earnings to the management.', 'Most breeds of dog are at most a few hundred years old, having been artificially selected for particular morphologies and behaviors by people for specific functional roles. Through this selective breeding, the dog has developed into hundreds of varied breeds, and shows more behavioral and morphological variation than any other land mammal. For example, height measured to the withers ranges from 15.2 centimetres (6.0 in) in the Chihuahua to about 76 cm (30 in) in the Irish Wolfhound; color varies from white through grays (usually called ""blue"") to black, and browns from light (tan) to dark (""red"" or ""chocolate"") in a wide variation of patterns; coats can be short or long, coarse-haired to wool-like, straight, curly, or smooth. It is common for most breeds to shed this coat.', 'The breed with the shortest lifespan (among breeds for which there is a questionnaire survey with a reasonable sample size) is the Dogue de Bordeaux, with a median longevity of about 5.2 years, but several breeds, including Miniature Bull Terriers, Bloodhounds, and Irish Wolfhounds are nearly as short-lived, with median longevities of 6 to 7 years.']"
5,545,who played guitar solo on reeling in the years,"Elliott Randall Elliott Randall (born 1947) is an American guitarist,", Lee (actor) Lee is best known for his role as,0.10526315789473685,"['Kanye Omari West (/ˈkɑːnjeɪ/; born June 8, 1977) is an American hip hop recording artist, record producer, rapper, fashion designer, and entrepreneur. He is among the most acclaimed musicians of the 21st century, attracting both praise and controversy for his work and his outspoken public persona.', 'For five consecutive seasons, starting in season seven, the title was given to a white male who plays the guitar – a trend that Idol pundits call the ""White guy with guitar"" or ""WGWG"" factor. Just hours before the season eleven finale, where Phillip Phillips was named the winner, Richard Rushfield, author of the book American Idol: The Untold Story, said, ""You have this alliance between young girls and grandmas and they see it, not necessarily as a contest to create a pop star competing on the contemporary radio, but as .... who\'s the nicest guy in a popularity contest,"" he says, ""And that has led to this dynasty of four, and possibly now five, consecutive, affable, very nice, good-looking white boys.""', 'West is among the most critically acclaimed artists of the twenty-first century, receiving praise from music critics, fans, fellow musicians, artists, and wider cultural figures for his work. AllMusic editor Jason Birchmeier writes of his impact, ""As his career progressed throughout the early 21st century, West shattered certain stereotypes about rappers, becoming a superstar on his own terms without adapting his appearance, his rhetoric, or his music to fit any one musical mold."" Jon Caramanic of The New York Times said that West has been ""a frequent lightning rod for controversy, a bombastic figure who can count rankling two presidents among his achievements, along with being a reliably dyspeptic presence at award shows (when he attends them)."" Village Voice Media senior editor Ben Westhoff dubbed him the greatest hip hop artist of all time, writing that ""he\'s made the best albums and changed the game the most, and his music is the most likely to endure,"" while Complex called him the 21st century\'s ""most important artist of any art form, of any genre."" The Guardian has compared West to David Bowie, arguing that ""there is nobody else who can sell as many records as West does (30m-odd album sales and counting) while remaining so resolutely experimental and capable of stirring things up culturally and politically.""', ""In his native Poland, in France, where he composed most of his works, and beyond, Chopin's music, his status as one of music's earliest superstars, his association (if only indirect) with political insurrection, his love life and his early death have made him, in the public consciousness, a leading symbol of the Romantic era. His works remain popular, and he has been the subject of numerous films and biographies of varying degrees of historical accuracy."", 'Describing his sixth studio album Yeezus (2013) as ""a protest to music,"" West embraced an abrasive style that incorporated industrial music, acid house, dancehall, punk, electro, and Chicago drill. Inspired by the minimalist design of Le Corbusier and primarily electronic in nature, the album features distorted drum machines and ""synthesizers that sound like they\'re malfunctioning, low-resolution samplers that add a pixelated digital aura to the most analog sounds."" To this end, the album incorporates glitches reminiscent of CD skips or corrupted MP3\'s, and Auto-Tuned vocals are modulated to a point in which they are difficult to decipher. It also continues West\'s practice of eclectic samples: he employs a sample of Nina Simone\'s ""Strange Fruit,"" an obscure Hindi sample on ""I Am a God"", and a sample of 1970s Hungarian rock group Omega on ""New Slaves"". ""On Sight"" interpolates a melody from ""Sermon (He\'ll Give Us What We Really Need)"" by the Holy Name of Mary Choral Family. Rolling Stone called the album a ""brilliant, obsessive-compulsive career auto-correct"".']"
5,546,movie where guy gets reincarnated as a dog,Fluke (film) Fluke is a mutt puppy (a wrong colored, reincarnated (film) The film is based on the dog's,0.25,"['The cohabitation of dogs and humans would have greatly improved the chances of survival for early human groups, and the domestication of dogs may have been one of the key forces that led to human success.', ""With filming completed in Rome, production moved to Mexico City in late March to shoot the film's opening sequence, with scenes to include the Day of the Dead festival filmed in and around the Zócalo and the Centro Histórico district. The planned scenes required the city square to be closed for filming a sequence involving a fight aboard a Messerschmitt-Bölkow-Blohm Bo 105 helicopter flown by stunt pilot Chuck Aaron, which called for modifications to be made to several buildings to prevent damage. This particular scene in Mexico required 1,500 extras, 10 giant skeletons and 250,000 paper flowers. Reports in the Mexican media added that the film's second unit would move to Palenque in the state of Chiapas, to film aerial manoeuvres considered too dangerous to shoot in an urban area."", 'Later genetic studies strongly supported dogs and gray wolves forming two sister monophyletic clades within the one species, and that the common ancestor of dogs and extant wolves is extinct.', ""Anthropologists believe the most significant benefit would have been the use of dogs' robust sense of smell to assist with the hunt. The relationship between the presence of a dog and success in the hunt is often mentioned as a primary reason for the domestication of the wolf, and a 2004 study of hunter groups with and without a dog gives quantitative support to the hypothesis that the benefits of cooperative hunting was an important factor in wolf domestication."", 'Dogs have lived and worked with humans in so many roles that they have earned the unique nickname, ""man\'s best friend"", a phrase used in other languages as well. They have been bred for herding livestock, hunting (e.g. pointers and hounds), rodent control, guarding, helping fishermen with nets, detection dogs, and pulling loads, in addition to their roles as companions. In 1957, a husky-terrier mix named Laika became the first animal to orbit the Earth.']"
5,547,where does the name hush puppies come from,"Hushpuppy The first recorded use of the word ""hush-puppy"" dates",Hush puppies The hush puppies are a breed of dog,0.23529411764705882,"['Although initially thought to have originated as a manmade variant of an extant canid species (variously supposed as being the dhole, golden jackal, or gray wolf), extensive genetic studies undertaken during the 2010s indicate that dogs diverged from an extinct wolf-like canid in Eurasia 40,000 years ago. Being the oldest domesticated animal, their long association with people has allowed dogs to be uniquely attuned to human behavior, as well as thrive on a starch-rich diet which would be inadequate for other canid species.', 'In breeding circles, a male canine is referred to as a dog, while a female is called a bitch (Middle English bicche, from Old English bicce, ultimately from Old Norse bikkja). A group of offspring is a litter. The father of a litter is called the sire, and the mother is called the dam. Offspring are, in general, called pups or puppies, from French poupée, until they are about a year old. The process of birth is whelping, from the Old English word hwelp.', 'The domestic dog (Canis lupus familiaris or Canis familiaris) is a domesticated canid which has been selectively bred for millennia for various behaviors, sensory capabilities, and physical attributes.', 'Most breeds of dog are at most a few hundred years old, having been artificially selected for particular morphologies and behaviors by people for specific functional roles. Through this selective breeding, the dog has developed into hundreds of varied breeds, and shows more behavioral and morphological variation than any other land mammal. For example, height measured to the withers ranges from 15.2 centimetres (6.0 in) in the Chihuahua to about 76 cm (30 in) in the Irish Wolfhound; color varies from white through grays (usually called ""blue"") to black, and browns from light (tan) to dark (""red"" or ""chocolate"") in a wide variation of patterns; coats can be short or long, coarse-haired to wool-like, straight, curly, or smooth. It is common for most breeds to shed this coat.', ""Dog behavior is the internally coordinated responses (actions or inactions) of the domestic dog (individuals or groups) to internal and/or external stimuli. As the oldest domesticated species, with estimates ranging from 9,000–30,000 years BCE, the minds of dogs inevitably have been shaped by millennia of contact with humans. As a result of this physical and social evolution, dogs, more than any other species, have acquired the ability to understand and communicate with humans and they are uniquely attuned to our behaviors. Behavioral scientists have uncovered a surprising set of social-cognitive abilities in the otherwise humble domestic dog. These abilities are not possessed by the dog's closest canine relatives nor by other highly intelligent mammals such as great apes. Rather, these skills parallel some of the social-cognitive skills of human children.""]"
5,548,what is a web browser on a computer,Web browser A web browser (commonly referred to as a,Web browser A web browser is a web browser,0.5333333333333333,"[""Apple's iTunes software (and other alternative software) can be used to transfer music, photos, videos, games, contact information, e-mail settings, Web bookmarks, and calendars, to the devices supporting these features from computers using certain versions of Apple Macintosh and Microsoft Windows operating systems."", 'Media files are stored on an iPod in a hidden folder, along with a proprietary database file. The hidden content can be accessed on the host operating system by enabling hidden files to be shown. The media files can then be recovered manually by copying the files or folders off the iPod. Many third-party applications also allow easy copying of media files off of an iPod.', 'Many websites converted their home page to black and white; Sina.com and Sohu, major internet portals, limited their homepages to news items and removed all advertisements. Chinese video sharing websites Youku and Tudou displayed a black background and placed multiple videos showing earthquake footage and news reports. The Chinese version of MSN, cn.msn.com, also displayed banner ads about the earthquake and the relief efforts. Other entertainment websites, including various gaming sites, such as the Chinese servers for World of Warcraft, had shut down altogether, or had corresponding links to earthquake donations. After the moments of silence, in Tiananmen Square, crowds spontaneously burst out cheering various slogans, including ""Long Live China"". Casinos in Macau closed down.', ""During installation, an iPod is associated with one host computer. Each time an iPod connects to its host computer, iTunes can synchronize entire music libraries or music playlists either automatically or manually. Song ratings can be set on an iPod and synchronized later to the iTunes library, and vice versa. A user can access, play, and add music on a second computer if an iPod is set to manual and not automatic sync, but anything added or edited will be reversed upon connecting and syncing with the main computer and its library. If a user wishes to automatically sync music with another computer, an iPod's library will be entirely wiped and replaced with the other computer's library."", 'Following the discovery of a buffer overflow vulnerability in the Wii version of Twilight Princess, an exploit known as the ""Twilight Hack"" was developed, allowing the execution of custom code from a Secure Digital (SD) card on the console. A properly designed save file would cause the game to load unsigned code, which could include Executable and Linkable Format (ELF) programs and homebrew Wii applications. Versions 3.3 and 3.4 of the Wii Menu prevented copying exploited save files onto the console until circumvention methods were discovered, and version 4.0 of the Wii Menu patched the vulnerability.']"
